"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","lowH_score","highH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score_block1","block_num","seq_file","trial_seq_info","two_arm_score_block2","two_arm_score_total","total_bonus"
"image-keyboard-response","1760","1040627","0.0-4.0-8.0-1.0-0.185","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","3","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","185","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1761","1040941","0.0-4.0-8.0-1.0-1.185","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1762","1041466","0.0-4.0-8.0-1.0-2.185","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1763","1041877","0.0-4.0-8.0-1.0-0.186","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","394","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","186","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1764","1042182","0.0-4.0-8.0-1.0-1.186","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1765","1042702","0.0-4.0-8.0-1.0-2.186","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1766","1043077","0.0-4.0-8.0-1.0-0.187","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","373","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","187","1","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1767","1043386","0.0-4.0-8.0-1.0-1.187","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1768","1043910","0.0-4.0-8.0-1.0-2.187","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1769","1044624","0.0-4.0-8.0-1.0-0.188","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","712","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","188","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1770","1044938","0.0-4.0-8.0-1.0-1.188","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1771","1045456","0.0-4.0-8.0-1.0-2.188","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1772","1045507","0.0-4.0-8.0-1.0-0.189","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","49","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","189","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1773","1045823","0.0-4.0-8.0-1.0-1.189","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1774","1046336","0.0-4.0-8.0-1.0-2.189","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1775","1046677","0.0-4.0-8.0-1.0-0.190","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","339","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","190","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1776","1046991","0.0-4.0-8.0-1.0-1.190","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1777","1047511","0.0-4.0-8.0-1.0-2.190","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1778","1047560","0.0-4.0-8.0-1.0-0.191","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","47","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","191","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1779","1047876","0.0-4.0-8.0-1.0-1.191","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1780","1048391","0.0-4.0-8.0-1.0-2.191","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1781","1048621","0.0-4.0-8.0-1.0-0.192","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","228","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","192","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1782","1048937","0.0-4.0-8.0-1.0-1.192","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1783","1049450","0.0-4.0-8.0-1.0-2.192","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1784","1049831","0.0-4.0-8.0-1.0-0.193","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","379","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","193","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1785","1050147","0.0-4.0-8.0-1.0-1.193","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1786","1050664","0.0-4.0-8.0-1.0-2.193","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1787","1050685","0.0-4.0-8.0-1.0-0.194","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","19","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","194","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1788","1051011","0.0-4.0-8.0-1.0-1.194","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1789","1051525","0.0-4.0-8.0-1.0-2.194","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1790","1051983","0.0-4.0-8.0-1.0-0.195","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","457","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","195","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1791","1052291","0.0-4.0-8.0-1.0-1.195","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1792","1052816","0.0-4.0-8.0-1.0-2.195","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1793","1052966","0.0-4.0-8.0-1.0-0.196","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","147","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","196","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1794","1053286","0.0-4.0-8.0-1.0-1.196","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1795","1053806","0.0-4.0-8.0-1.0-2.196","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1796","1053809","0.0-4.0-8.0-1.0-0.197","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","1","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","197","1","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1797","1054126","0.0-4.0-8.0-1.0-1.197","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1798","1054641","0.0-4.0-8.0-1.0-2.197","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1799","1054979","0.0-4.0-8.0-1.0-0.198","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","336","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","198","2","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1800","1055290","0.0-4.0-8.0-1.0-1.198","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1801","1055801","0.0-4.0-8.0-1.0-2.198","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1802","1056140","0.0-4.0-8.0-1.0-0.199","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","337","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","199","1","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1803","1056451","0.0-4.0-8.0-1.0-1.199","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1804","1056961","0.0-4.0-8.0-1.0-2.199","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1805","1057280","0.0-4.0-8.0-1.0-0.200","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","303","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","200","2","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1806","1057591","0.0-4.0-8.0-1.0-1.200","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1807","1058111","0.0-4.0-8.0-1.0-2.200","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1808","1058461","0.0-4.0-8.0-1.0-0.201","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","346","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","201","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1809","1058766","0.0-4.0-8.0-1.0-1.201","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1810","1059286","0.0-4.0-8.0-1.0-2.201","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1811","1059423","0.0-4.0-8.0-1.0-0.202","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","135","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","202","2","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1812","1059741","0.0-4.0-8.0-1.0-1.202","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1813","1060259","0.0-4.0-8.0-1.0-2.202","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1814","1060444","0.0-4.0-8.0-1.0-0.203","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","168","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","203","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1815","1060751","0.0-4.0-8.0-1.0-1.203","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1816","1061270","0.0-4.0-8.0-1.0-2.203","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1817","1061288","0.0-4.0-8.0-1.0-0.204","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","16","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","204","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1818","1061601","0.0-4.0-8.0-1.0-1.204","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1819","1062116","0.0-4.0-8.0-1.0-2.204","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1820","1062430","0.0-4.0-8.0-1.0-0.205","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","311","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","205","1","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1821","1062751","0.0-4.0-8.0-1.0-1.205","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1822","1063261","0.0-4.0-8.0-1.0-2.205","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1823","1063568","0.0-4.0-8.0-1.0-0.206","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","305","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","206","2","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1824","1063878","0.0-4.0-8.0-1.0-1.206","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1825","1064396","0.0-4.0-8.0-1.0-2.206","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1826","1064729","0.0-4.0-8.0-1.0-0.207","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","331","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","207","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1827","1065036","0.0-4.0-8.0-1.0-1.207","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1828","1065551","0.0-4.0-8.0-1.0-2.207","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1829","1065701","0.0-4.0-8.0-1.0-0.208","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","148","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","208","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1830","1066006","0.0-4.0-8.0-1.0-1.208","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1831","1066519","0.0-4.0-8.0-1.0-2.208","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1832","1066842","0.0-4.0-8.0-1.0-0.209","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","307","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","209","1","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1833","1067150","0.0-4.0-8.0-1.0-1.209","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1834","1067666","0.0-4.0-8.0-1.0-2.209","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1835","1068072","0.0-4.0-8.0-1.0-0.210","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","404","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","210","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1836","1068381","0.0-4.0-8.0-1.0-1.210","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1837","1068897","0.0-4.0-8.0-1.0-2.210","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1838","1068984","0.0-4.0-8.0-1.0-0.211","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","84","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","211","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1839","1069299","0.0-4.0-8.0-1.0-1.211","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1840","1069816","0.0-4.0-8.0-1.0-2.211","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1841","1069828","0.0-4.0-8.0-1.0-0.212","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","10","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","212","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1842","1070148","0.0-4.0-8.0-1.0-1.212","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1843","1070667","0.0-4.0-8.0-1.0-2.212","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1844","1071058","0.0-4.0-8.0-1.0-0.213","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","388","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","213","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1845","1071366","0.0-4.0-8.0-1.0-1.213","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1846","1071881","0.0-4.0-8.0-1.0-2.213","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1847","1071892","0.0-4.0-8.0-1.0-0.214","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","8","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","214","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1848","1072206","0.0-4.0-8.0-1.0-1.214","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1849","1072721","0.0-4.0-8.0-1.0-2.214","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
