"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct","lowH_score","highH_score","state","rewarded","state1_action","state2_visited","state1_key","state2_key","state1_rt","state2_rt","two_arm_score_block1","block_num","seq_file","trial_seq_info","two_arm_score_block2","two_arm_score_total","total_bonus"
"image-keyboard-response","1850","1072903","0.0-4.0-8.0-1.0-0.215","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","180","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","215","1","2","2","1","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1851","1073216","0.0-4.0-8.0-1.0-1.215","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1852","1073726","0.0-4.0-8.0-1.0-2.215","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1853","1074043","0.0-4.0-8.0-1.0-0.216","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","300","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","216","2","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1854","1074361","0.0-4.0-8.0-1.0-1.216","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1855","1074884","0.0-4.0-8.0-1.0-2.216","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1856","1075027","0.0-4.0-8.0-1.0-0.217","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","141","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","217","1","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1857","1075344","0.0-4.0-8.0-1.0-1.217","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1858","1075858","0.0-4.0-8.0-1.0-2.217","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1859","1076247","0.0-4.0-8.0-1.0-0.218","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","387","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","218","2","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1860","1076563","0.0-4.0-8.0-1.0-1.218","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1861","1077079","0.0-4.0-8.0-1.0-2.218","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1862","1077240","0.0-4.0-8.0-1.0-0.219","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","159","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","219","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1863","1077553","0.0-4.0-8.0-1.0-1.219","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1864","1078075","0.0-4.0-8.0-1.0-2.219","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1865","1078211","0.0-4.0-8.0-1.0-0.220","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","120","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","220","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1866","1078518","0.0-4.0-8.0-1.0-1.220","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1867","1079034","0.0-4.0-8.0-1.0-2.220","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1868","1079154","0.0-4.0-8.0-1.0-0.221","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","118","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","221","1","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1869","1079469","0.0-4.0-8.0-1.0-1.221","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1870","1079978","0.0-4.0-8.0-1.0-2.221","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1871","1080145","0.0-4.0-8.0-1.0-0.222","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","165","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","222","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1872","1080461","0.0-4.0-8.0-1.0-1.222","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1873","1080973","0.0-4.0-8.0-1.0-2.222","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1874","1081108","0.0-4.0-8.0-1.0-0.223","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","132","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","223","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1875","1081429","0.0-4.0-8.0-1.0-1.223","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1876","1081935","0.0-4.0-8.0-1.0-2.223","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1877","1082021","0.0-4.0-8.0-1.0-0.224","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","84","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","224","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1878","1082353","0.0-4.0-8.0-1.0-1.224","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1879","1082869","0.0-4.0-8.0-1.0-2.224","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1880","1082983","0.0-4.0-8.0-1.0-0.225","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","111","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","225","1","2","2","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1881","1083294","0.0-4.0-8.0-1.0-1.225","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1882","1083799","0.0-4.0-8.0-1.0-2.225","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1883","1083905","0.0-4.0-8.0-1.0-0.226","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","104","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","226","2","1","2","1","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1884","1084223","0.0-4.0-8.0-1.0-1.226","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1885","1084738","0.0-4.0-8.0-1.0-2.226","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1886","1084807","0.0-4.0-8.0-1.0-0.227","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","66","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","227","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1887","1085122","0.0-4.0-8.0-1.0-1.227","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1888","1085634","0.0-4.0-8.0-1.0-2.227","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1889","1085770","0.0-4.0-8.0-1.0-0.228","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","134","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","228","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1890","1086093","0.0-4.0-8.0-1.0-1.228","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1891","1086603","0.0-4.0-8.0-1.0-2.228","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1892","1086861","0.0-4.0-8.0-1.0-0.229","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","255","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","229","1","1","2","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1893","1087178","0.0-4.0-8.0-1.0-1.229","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1894","1087693","0.0-4.0-8.0-1.0-2.229","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1895","1088131","0.0-4.0-8.0-1.0-0.230","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","435","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","230","2","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1896","1088443","0.0-4.0-8.0-1.0-1.230","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1897","1088958","0.0-4.0-8.0-1.0-2.230","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1898","1089073","0.0-4.0-8.0-1.0-0.231","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","112","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","231","1","1","1","2","false","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1899","1089383","0.0-4.0-8.0-1.0-1.231","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1900","1089888","0.0-4.0-8.0-1.0-2.231","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1901","1090025","0.0-4.0-8.0-1.0-0.232","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","135","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","highH","232","2","2","1","2","true","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1902","1090343","0.0-4.0-8.0-1.0-1.232","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1903","1090847","0.0-4.0-8.0-1.0-2.232","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","1904","1091235","0.0-4.0-8.0-1.0-0.233","63639d3bbd810ed5c307efc3","63690f60c96a0a9a64b48fbc","63691908923e988ada92a34a","386","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","highH","233","1","1","2","2","false","","","","","","","","","","","","","","","","",""
