"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","trial_number","jar","bead","previous_bead","choice","correct"
"image-keyboard-response","110","68076","0.0-4.0-6.0-1.0-0.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","31","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","11","2","2","2","2","true"
"image-keyboard-response","111","68382","0.0-4.0-6.0-1.0-1.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","112","68895","0.0-4.0-6.0-1.0-2.11","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","113","68975","0.0-4.0-6.0-1.0-0.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","80","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","12","2","2","2","2","true"
"image-keyboard-response","114","69282","0.0-4.0-6.0-1.0-1.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","115","69789","0.0-4.0-6.0-1.0-2.12","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","116","69832","0.0-4.0-6.0-1.0-0.13","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","42","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","13","2","2","2","2","true"
"image-keyboard-response","117","70147","0.0-4.0-6.0-1.0-1.13","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","118","70657","0.0-4.0-6.0-1.0-2.13","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","119","70709","0.0-4.0-6.0-1.0-0.14","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","51","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","14","2","2","2","2","true"
"image-keyboard-response","120","71015","0.0-4.0-6.0-1.0-1.14","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","121","71527","0.0-4.0-6.0-1.0-2.14","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","122","71654","0.0-4.0-6.0-1.0-0.15","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","125","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","15","2","1","2","2","false"
"image-keyboard-response","123","71964","0.0-4.0-6.0-1.0-1.15","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","124","72474","0.0-4.0-6.0-1.0-2.15","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","125","72553","0.0-4.0-6.0-1.0-0.16","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","78","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","16","2","1","1","2","false"
"image-keyboard-response","126","72857","0.0-4.0-6.0-1.0-1.16","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","127","73370","0.0-4.0-6.0-1.0-2.16","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","128","73474","0.0-4.0-6.0-1.0-0.17","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","105","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","17","2","2","1","2","true"
"image-keyboard-response","129","73790","0.0-4.0-6.0-1.0-1.17","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","130","74303","0.0-4.0-6.0-1.0-2.17","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","131","74353","0.0-4.0-6.0-1.0-0.18","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","48","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","18","2","2","2","2","true"
"image-keyboard-response","132","74659","0.0-4.0-6.0-1.0-1.18","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","133","75170","0.0-4.0-6.0-1.0-2.18","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","134","75297","0.0-4.0-6.0-1.0-0.19","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","126","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","19","2","2","2","2","true"
"image-keyboard-response","135","75607","0.0-4.0-6.0-1.0-1.19","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","136","76119","0.0-4.0-6.0-1.0-2.19","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","137","76174","0.0-4.0-6.0-1.0-0.20","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","53","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","20","2","2","2","2","true"
"image-keyboard-response","138","76476","0.0-4.0-6.0-1.0-1.20","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","139","76987","0.0-4.0-6.0-1.0-2.20","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","140","77074","0.0-4.0-6.0-1.0-0.21","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","86","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","21","2","2","2","2","true"
"image-keyboard-response","141","77388","0.0-4.0-6.0-1.0-1.21","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","142","77896","0.0-4.0-6.0-1.0-2.21","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","143","77951","0.0-4.0-6.0-1.0-0.22","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","53","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","22","2","2","2","2","true"
"image-keyboard-response","144","78254","0.0-4.0-6.0-1.0-1.22","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","145","78766","0.0-4.0-6.0-1.0-2.22","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","146","78828","0.0-4.0-6.0-1.0-0.23","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","61","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","23","2","2","2","2","true"
"image-keyboard-response","147","79139","0.0-4.0-6.0-1.0-1.23","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","148","79643","0.0-4.0-6.0-1.0-2.23","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","149","80068","0.0-4.0-6.0-1.0-0.24","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","422","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","24","2","2","2","2","true"
"image-keyboard-response","150","80370","0.0-4.0-6.0-1.0-1.24","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","151","80883","0.0-4.0-6.0-1.0-2.24","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","152","81007","0.0-4.0-6.0-1.0-0.25","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","122","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","25","2","2","2","2","true"
"image-keyboard-response","153","81317","0.0-4.0-6.0-1.0-1.25","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","154","81833","0.0-4.0-6.0-1.0-2.25","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","155","81865","0.0-4.0-6.0-1.0-0.26","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","31","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","26","2","2","2","2","true"
"image-keyboard-response","156","82174","0.0-4.0-6.0-1.0-1.26","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","157","82685","0.0-4.0-6.0-1.0-2.26","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","158","82786","0.0-4.0-6.0-1.0-0.27","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","100","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","27","2","2","2","2","true"
"image-keyboard-response","159","83098","0.0-4.0-6.0-1.0-1.27","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","160","83610","0.0-4.0-6.0-1.0-2.27","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","161","83644","0.0-4.0-6.0-1.0-0.28","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","32","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","28","2","2","2","2","true"
"image-keyboard-response","162","83954","0.0-4.0-6.0-1.0-1.28","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","163","84465","0.0-4.0-6.0-1.0-2.28","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","164","84499","0.0-4.0-6.0-1.0-0.29","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","31","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","29","2","1","2","2","false"
"image-keyboard-response","165","84805","0.0-4.0-6.0-1.0-1.29","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","166","85320","0.0-4.0-6.0-1.0-2.29","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","167","85377","0.0-4.0-6.0-1.0-0.30","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","56","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","30","2","2","1","2","true"
"image-keyboard-response","168","85688","0.0-4.0-6.0-1.0-1.30","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","169","86197","0.0-4.0-6.0-1.0-2.30","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","170","86277","0.0-4.0-6.0-1.0-0.31","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","79","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","31","2","1","2","2","false"
"image-keyboard-response","171","86580","0.0-4.0-6.0-1.0-1.31","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","172","87089","0.0-4.0-6.0-1.0-2.31","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceWrong.png","","","","","","",""
"image-keyboard-response","173","87157","0.0-4.0-6.0-1.0-0.32","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","65","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","lowH","32","2","2","1","2","true"
"image-keyboard-response","174","87461","0.0-4.0-6.0-1.0-1.32","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","175","87974","0.0-4.0-6.0-1.0-2.32","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","176","88080","0.0-4.0-6.0-1.0-0.33","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","103","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","33","2","2","2","2","true"
"image-keyboard-response","177","88391","0.0-4.0-6.0-1.0-1.33","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","178","88903","0.0-4.0-6.0-1.0-2.33","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","179","88957","0.0-4.0-6.0-1.0-0.34","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","52","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","34","2","2","2","2","true"
"image-keyboard-response","180","89262","0.0-4.0-6.0-1.0-1.34","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","181","89774","0.0-4.0-6.0-1.0-2.34","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","182","89857","0.0-4.0-6.0-1.0-0.35","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","83","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","35","2","2","2","2","true"
"image-keyboard-response","183","90159","0.0-4.0-6.0-1.0-1.35","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","184","90668","0.0-4.0-6.0-1.0-2.35","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","185","90734","0.0-4.0-6.0-1.0-0.36","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","65","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","36","2","2","2","2","true"
"image-keyboard-response","186","91041","0.0-4.0-6.0-1.0-1.36","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","187","91554","0.0-4.0-6.0-1.0-2.36","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
"image-keyboard-response","188","91592","0.0-4.0-6.0-1.0-0.37","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","37","","j","","","","","","","","./tasks/HMM-beads/Images/NewTrialWC.png","lowH","37","2","2","2","2","true"
"image-keyboard-response","189","91893","0.0-4.0-6.0-1.0-1.37","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoice.png","","","","","","",""
"image-keyboard-response","190","92406","0.0-4.0-6.0-1.0-2.37","60520f7b38610f36b366a806","6359551218e5c682346227eb","0xgh0qtr0ev","null","","null","","","","","","","","./tasks/HMM-beads/Images/WhiteBeadChoiceCorrect.png","","","","","","",""
